gene_id	sample_A	sample_B	sample_C	sample_D	sample_E	sample_F
ENSMUSG00000101810	0	0	0	0	0	0
ENSMUSG00000101811	0	0	0	0	0	0
ENSMUSG00000101812	0	0	0	0	0	0
ENSMUSG00000101813	0	0	0	0	0	0
ENSMUSG00000101814	1	1	1	0	3	0
ENSMUSG00000101815	0	0	0	0	0	0
ENSMUSG00000101816	0	0	0	0	0	0
ENSMUSG00000101817	0	0	0	0	0	0
ENSMUSG00000101818	0	0	0	0	0	0
ENSMUSG00000101819	0	0	0	0	0	0
ENSMUSG00000101820	0	0	0	0	0	0
ENSMUSG00000101821	0	0	0	0	0	0
ENSMUSG00000101822	0	0	0	0	0	0
ENSMUSG00000101823	75	58	56	45	34	20
ENSMUSG00000101824	0	0	0	0	0	0
ENSMUSG00000101825	0	0	0	0	0	0
ENSMUSG00000101826	1	0	0	0	0	0
ENSMUSG00000101827	0	1	1	0	2	1
ENSMUSG00000101829	0	0	0	0	0	0
ENSMUSG00000101830	0	0	0	0	0	0
ENSMUSG00000101831	0	0	0	0	0	0
ENSMUSG00000101832	0	0	0	0	0	0
ENSMUSG00000101833	0	0	0	0	0	0
ENSMUSG00000101834	0	3	0	1	0	2
ENSMUSG00000101835	0	0	0	0	0	0
ENSMUSG00000101836	0	0	0	0	0	0
ENSMUSG00000101837	0	0	0	0	0	0
ENSMUSG00000101838	0	0	0	0	1	0
ENSMUSG00000101839	0	0	0	0	0	0
ENSMUSG00000101840	0	0	0	0	0	0
ENSMUSG00000101841	11	17	16	18	12	23
ENSMUSG00000101842	0	0	0	0	0	0
ENSMUSG00000101843	0	0	0	0	0	0
ENSMUSG00000101844	0	0	0	0	0	0
ENSMUSG00000101845	7	0	0	0	2	22
ENSMUSG00000101846	0	0	0	0	0	0
ENSMUSG00000101847	0	0	0	0	0	0
ENSMUSG00000101848	0	0	0	0	0	0
ENSMUSG00000101849	0	0	0	0	0	0
ENSMUSG00000101850	0	0	0	0	0	0
ENSMUSG00000101851	0	0	0	0	0	0
ENSMUSG00000101852	0	0	0	0	0	0
ENSMUSG00000101853	0	0	0	0	0	0
ENSMUSG00000101854	0	0	0	0	0	0
ENSMUSG00000101855	0	0	0	0	1	1
ENSMUSG00000101856	21	21	40	83	38	84
ENSMUSG00000101857	0	0	0	0	0	0
ENSMUSG00000101858	0	0	0	0	0	0
ENSMUSG00000101859	0	0	0	0	1	0
ENSMUSG00000101860	0	0	0	0	0	0
ENSMUSG00000101861	0	0	0	0	0	0
ENSMUSG00000101862	0	0	0	0	0	0
ENSMUSG00000101863	0	0	0	0	0	0
ENSMUSG00000101864	0	0	0	0	0	0
ENSMUSG00000101865	3	0	0	0	0	0
ENSMUSG00000101866	0	0	0	0	0	0
ENSMUSG00000101867	1	0	0	0	0	1
ENSMUSG00000101868	0	0	0	0	0	0
ENSMUSG00000101869	0	0	0	0	0	0
ENSMUSG00000101870	0	0	0	0	0	0
ENSMUSG00000101871	0	0	0	0	0	0
ENSMUSG00000101872	0	0	0	1	0	0
ENSMUSG00000101873	0	0	0	0	0	0
ENSMUSG00000101874	0	0	0	0	0	0
ENSMUSG00000101875	2	1	4	0	1	2
ENSMUSG00000101877	0	0	0	0	0	0
ENSMUSG00000101878	2614	3440	4483	5356	4640	6392
ENSMUSG00000101879	0	0	0	0	0	0
ENSMUSG00000101880	0	0	0	0	0	0
ENSMUSG00000101881	0	0	0	0	0	0
ENSMUSG00000101882	0	0	0	0	0	0
ENSMUSG00000101883	0	0	0	0	0	0
ENSMUSG00000101884	0	0	0	0	0	0
ENSMUSG00000101885	0	0	0	0	0	0
ENSMUSG00000101886	0	0	0	0	0	0
ENSMUSG00000101887	0	0	0	0	0	0
ENSMUSG00000101888	0	0	0	0	0	0
ENSMUSG00000101890	0	0	0	0	0	0
ENSMUSG00000101891	0	0	0	0	0	0
ENSMUSG00000101892	68	53	47	99	34	40
ENSMUSG00000101893	0	0	0	0	0	0
ENSMUSG00000101894	0	0	0	0	0	0
ENSMUSG00000101895	0	0	0	0	0	0
ENSMUSG00000101896	0	0	1	0	0	0
ENSMUSG00000101897	0	0	0	0	0	0
ENSMUSG00000101898	0	0	0	0	0	0
ENSMUSG00000101899	0	0	0	0	0	0
ENSMUSG00000101900	0	0	0	0	0	0
ENSMUSG00000101901	0	0	0	0	0	0
ENSMUSG00000101902	0	0	0	0	0	0
ENSMUSG00000101903	0	0	0	0	0	0
ENSMUSG00000101904	0	0	0	0	2	0
ENSMUSG00000101905	0	0	0	0	0	3
ENSMUSG00000101906	0	0	0	0	0	0
ENSMUSG00000101907	0	0	0	0	0	0
ENSMUSG00000101908	0	0	0	0	0	0
ENSMUSG00000101909	0	0	0	0	0	0
ENSMUSG00000101910	0	0	0	0	0	0
ENSMUSG00000101911	0	0	0	0	0	0
ENSMUSG00000101912	0	0	0	1	0	0
ENSMUSG00000101913	0	0	0	0	0	0
ENSMUSG00000101914	0	0	0	0	0	0
ENSMUSG00000101915	0	0	0	0	0	0
ENSMUSG00000101916	0	0	0	0	0	0
ENSMUSG00000101917	0	0	0	0	0	0
ENSMUSG00000101918	0	0	0	0	0	0
ENSMUSG00000101919	0	0	0	0	0	0
ENSMUSG00000101920	0	0	0	0	0	0
ENSMUSG00000101921	0	0	0	0	0	0
ENSMUSG00000101922	0	0	0	0	0	0
ENSMUSG00000101923	0	0	0	0	0	0
ENSMUSG00000101925	0	0	0	0	0	0
ENSMUSG00000101927	0	0	0	0	0	0
ENSMUSG00000101928	0	0	0	0	0	0
ENSMUSG00000101929	0	0	0	0	0	0
ENSMUSG00000101930	1	0	0	0	0	0
ENSMUSG00000101931	0	0	0	0	0	0
ENSMUSG00000101932	0	0	0	0	0	0
ENSMUSG00000101933	0	0	0	0	0	0
ENSMUSG00000101934	0	0	0	0	0	0
ENSMUSG00000101935	8	0	0	0	3	8
ENSMUSG00000101936	0	0	0	0	0	0
ENSMUSG00000101937	0	0	0	0	0	0
ENSMUSG00000101938	0	0	0	0	0	0
ENSMUSG00000101939	1047	2513	3411	5208	2668	2398
ENSMUSG00000101940	0	0	0	1	1	0
ENSMUSG00000101941	0	0	0	0	0	0
ENSMUSG00000101942	0	0	0	0	0	0
ENSMUSG00000101943	0	0	0	0	0	0
ENSMUSG00000101944	0	0	0	0	0	0
ENSMUSG00000101945	0	0	0	0	0	0
ENSMUSG00000101947	0	0	0	0	0	0
ENSMUSG00000101948	0	0	0	0	0	0
ENSMUSG00000101949	0	0	0	0	0	0
ENSMUSG00000101950	0	0	0	0	0	0
ENSMUSG00000101951	2	2	0	7	1	2
ENSMUSG00000101952	2	0	0	0	0	0
ENSMUSG00000101953	0	0	0	0	0	0
ENSMUSG00000101954	0	0	0	0	0	0
ENSMUSG00000101955	1	0	0	0	1	0
ENSMUSG00000101956	0	0	0	0	0	0
ENSMUSG00000101957	0	0	0	0	0	0
ENSMUSG00000101958	0	0	0	0	0	0
ENSMUSG00000101959	1	0	0	5	1	5
ENSMUSG00000101960	0	0	0	0	0	0
ENSMUSG00000101961	0	0	0	0	0	0
ENSMUSG00000101962	0	0	0	0	0	0
ENSMUSG00000101963	0	0	0	0	0	0
ENSMUSG00000101964	0	0	0	0	0	1
ENSMUSG00000101965	0	0	0	0	0	0
ENSMUSG00000101966	0	0	0	0	0	0
ENSMUSG00000101967	0	0	0	0	0	0
ENSMUSG00000101968	0	0	0	0	0	0
ENSMUSG00000101969	0	0	0	0	0	0
ENSMUSG00000101970	686	388	624	1676	731	1549
ENSMUSG00000101971	0	0	0	0	0	0
ENSMUSG00000101972	57	256	81	143	87	216
ENSMUSG00000101973	0	0	0	0	0	0
ENSMUSG00000101974	0	0	0	0	0	0
ENSMUSG00000101975	0	0	0	0	0	0
ENSMUSG00000101977	0	0	0	0	0	0
ENSMUSG00000101978	0	0	0	0	0	0
ENSMUSG00000101980	0	0	0	0	0	0
ENSMUSG00000101981	0	0	0	0	0	0
ENSMUSG00000101982	0	0	0	0	0	0
ENSMUSG00000101983	0	0	0	0	0	0
ENSMUSG00000101984	0	0	0	0	0	0
ENSMUSG00000101985	0	0	0	0	0	0
ENSMUSG00000101986	0	0	0	0	0	0
ENSMUSG00000101987	0	0	0	0	0	0
ENSMUSG00000101988	0	0	0	0	0	0
ENSMUSG00000101989	0	0	0	0	0	0
ENSMUSG00000101990	0	0	0	0	0	0
ENSMUSG00000101991	0	0	0	0	0	0
ENSMUSG00000101992	0	0	0	0	0	0
ENSMUSG00000101993	0	0	0	0	0	0
ENSMUSG00000101994	0	0	0	0	0	0
ENSMUSG00000101995	0	0	2	0	0	0
ENSMUSG00000101996	0	0	0	0	0	0
ENSMUSG00000101997	0	0	0	0	0	0
ENSMUSG00000101998	0	0	0	0	0	0
ENSMUSG00000102000	0	0	0	0	0	0
ENSMUSG00000102001	0	0	0	0	0	0
ENSMUSG00000102002	0	0	0	0	0	0
ENSMUSG00000102003	0	0	0	0	0	0
ENSMUSG00000102004	0	0	0	0	0	0
ENSMUSG00000102005	0	0	0	0	0	0
ENSMUSG00000102006	0	0	0	0	0	0
ENSMUSG00000102008	0	0	0	0	0	0
ENSMUSG00000102009	0	0	0	0	0	0
ENSMUSG00000102010	0	0	0	0	0	0
ENSMUSG00000102011	0	0	0	0	0	0
ENSMUSG00000102013	0	0	0	0	0	0
ENSMUSG00000102014	20	13	18	20	11	20
ENSMUSG00000102015	0	0	0	0	0	0
ENSMUSG00000102016	0	0	0	0	0	0
ENSMUSG00000102017	0	0	0	0	0	0
ENSMUSG00000102018	0	0	0	0	0	0
ENSMUSG00000102019	0	0	0	0	0	0
ENSMUSG00000102020	0	0	0	0	0	0
ENSMUSG00000102022	0	0	0	0	0	0
ENSMUSG00000102023	0	0	0	0	0	0
ENSMUSG00000102025	0	0	0	0	0	0
ENSMUSG00000102026	0	0	0	0	0	0
ENSMUSG00000102027	1	0	0	0	0	0
ENSMUSG00000102028	0	0	0	0	0	0
ENSMUSG00000102029	0	0	0	0	0	0
ENSMUSG00000102030	8	5	2	5	0	1
ENSMUSG00000102031	0	0	0	0	0	0
ENSMUSG00000102032	0	0	0	0	0	0
ENSMUSG00000102033	0	0	0	0	0	0
ENSMUSG00000102035	0	0	0	0	0	0
ENSMUSG00000102036	0	0	0	0	0	0
ENSMUSG00000102037	0	0	0	1	0	0
ENSMUSG00000102038	0	0	0	1	0	2
ENSMUSG00000102039	0	0	0	0	0	0
ENSMUSG00000102041	0	0	0	0	0	0
ENSMUSG00000102042	0	0	0	0	0	0
ENSMUSG00000102043	0	0	0	0	0	0
ENSMUSG00000102044	0	0	0	0	0	0
ENSMUSG00000102045	0	0	0	0	0	0
ENSMUSG00000102046	0	0	0	0	0	0
ENSMUSG00000102047	0	0	0	0	0	0
ENSMUSG00000102048	0	0	0	0	0	0
ENSMUSG00000102050	0	0	0	0	0	0
ENSMUSG00000102051	1	0	0	0	0	0
ENSMUSG00000102052	0	0	0	0	0	0
ENSMUSG00000102053	0	0	0	0	0	0
ENSMUSG00000102054	0	0	0	0	0	0
ENSMUSG00000102055	0	0	0	0	0	0
ENSMUSG00000102056	0	0	0	0	0	0
ENSMUSG00000102057	0	0	0	0	0	0
ENSMUSG00000102058	0	0	0	0	0	0
ENSMUSG00000102059	0	0	0	2	5	0
ENSMUSG00000102060	0	0	0	0	0	0
ENSMUSG00000102061	0	0	0	0	0	0
ENSMUSG00000102062	0	0	0	0	0	0
ENSMUSG00000102063	0	0	0	0	0	0
ENSMUSG00000102064	0	0	0	0	0	0
ENSMUSG00000102065	0	0	0	0	0	0
ENSMUSG00000102067	0	0	0	0	0	0
ENSMUSG00000102068	0	0	0	0	0	0
ENSMUSG00000102069	0	0	0	0	0	0
ENSMUSG00000102070	47665	45381	59854	96401	53516	64012
ENSMUSG00000102071	0	0	0	0	0	0
ENSMUSG00000102072	0	0	0	0	0	0
ENSMUSG00000102073	0	0	0	0	0	0
ENSMUSG00000102074	0	0	0	0	0	0
ENSMUSG00000102075	0	0	0	0	0	0
ENSMUSG00000102076	0	0	0	0	0	0
ENSMUSG00000102077	0	0	0	0	0	0
ENSMUSG00000102079	0	0	0	0	0	0
ENSMUSG00000102080	0	0	0	0	0	0
ENSMUSG00000102081	0	0	0	0	0	0
ENSMUSG00000102082	0	0	0	0	0	0
ENSMUSG00000102083	0	1	1	0	0	0
ENSMUSG00000102084	0	0	0	0	0	0
ENSMUSG00000102085	0	0	0	0	0	0
ENSMUSG00000102087	0	0	0	0	0	0
ENSMUSG00000102088	0	0	0	0	0	0
ENSMUSG00000102090	1	0	0	0	1	1
ENSMUSG00000102091	0	0	0	0	0	0
ENSMUSG00000102092	0	0	0	0	0	0
ENSMUSG00000102093	0	0	0	0	0	0
ENSMUSG00000102095	13	4	10	25	5	4
ENSMUSG00000102096	0	0	0	0	0	0
ENSMUSG00000102097	0	0	0	0	0	0
ENSMUSG00000102098	0	0	0	0	0	0
ENSMUSG00000102099	0	0	0	0	0	0
ENSMUSG00000102100	0	0	0	0	0	0
ENSMUSG00000102101	30	27	23	70	34	29
ENSMUSG00000102102	0	0	0	0	0	0
ENSMUSG00000102103	0	0	0	0	0	0
ENSMUSG00000102104	0	0	0	0	0	0
ENSMUSG00000102105	0	0	0	0	0	0
ENSMUSG00000102106	0	0	0	0	0	0
ENSMUSG00000102107	0	0	0	0	0	0
ENSMUSG00000102108	0	0	0	0	0	0
ENSMUSG00000102109	0	0	0	0	0	0
ENSMUSG00000102110	0	0	0	0	0	0
ENSMUSG00000102111	0	0	0	0	0	0
ENSMUSG00000102112	3	6	5	11	3	5
ENSMUSG00000102113	0	0	0	0	0	0
ENSMUSG00000102114	0	3	0	0	0	0
ENSMUSG00000102115	0	0	0	0	0	0
ENSMUSG00000102116	0	0	0	0	0	0
ENSMUSG00000102117	16	17	24	10	23	19
ENSMUSG00000102118	0	0	0	0	0	0
ENSMUSG00000102119	0	0	0	0	0	0
ENSMUSG00000102120	0	0	0	0	0	0
ENSMUSG00000102121	0	0	0	0	0	0
ENSMUSG00000102122	0	0	0	0	0	0
ENSMUSG00000102123	0	0	0	0	0	0
ENSMUSG00000102124	0	0	0	0	0	0
ENSMUSG00000102125	0	0	0	0	0	0
ENSMUSG00000102126	0	0	0	0	0	0
ENSMUSG00000102127	0	0	0	0	0	0
ENSMUSG00000102128	0	0	0	0	0	0
ENSMUSG00000102129	0	0	0	0	0	0
ENSMUSG00000102131	0	0	0	0	0	0
ENSMUSG00000102132	0	0	0	0	0	0
ENSMUSG00000102133	1	0	0	0	2	0
ENSMUSG00000102134	0	0	0	0	0	0
ENSMUSG00000102135	10	16	12	19	12	5
ENSMUSG00000102136	0	0	0	0	0	0
ENSMUSG00000102137	0	0	0	0	0	0
ENSMUSG00000102138	0	0	0	0	0	0
ENSMUSG00000102139	0	0	0	0	0	1
ENSMUSG00000102140	3	0	5	8	8	0
ENSMUSG00000102141	0	0	0	0	0	0
ENSMUSG00000102142	0	0	0	0	0	0
ENSMUSG00000102143	0	0	0	3	2	4
ENSMUSG00000102144	0	0	0	0	0	0
ENSMUSG00000102145	3	0	0	3	0	0
ENSMUSG00000102146	0	0	0	0	0	0
ENSMUSG00000102147	0	0	0	0	0	0
ENSMUSG00000102148	0	0	0	0	0	0
ENSMUSG00000102149	0	0	0	0	0	0
ENSMUSG00000102150	0	0	0	0	0	0
ENSMUSG00000102151	9	5	4	15	15	9
ENSMUSG00000102152	0	1	2	0	1	6
ENSMUSG00000102153	0	0	0	0	0	0
ENSMUSG00000102154	0	0	0	0	0	0
ENSMUSG00000102155	0	0	0	0	0	0
ENSMUSG00000102157	0	0	0	0	0	0
ENSMUSG00000102158	0	0	0	0	0	0
ENSMUSG00000102159	0	0	0	0	0	0
ENSMUSG00000102160	0	0	0	0	0	0
ENSMUSG00000102162	18	6	10	13	19	21
ENSMUSG00000102163	0	0	0	0	0	0
ENSMUSG00000102164	0	0	0	0	0	0
ENSMUSG00000102166	0	0	0	0	0	0
ENSMUSG00000102167	0	0	0	0	0	0
ENSMUSG00000102168	0	0	0	0	0	0
ENSMUSG00000102169	0	0	0	0	0	0
ENSMUSG00000102170	0	0	0	0	0	0
ENSMUSG00000102172	0	1	0	1	1	4
ENSMUSG00000102173	0	0	0	0	0	0
ENSMUSG00000102174	0	0	0	0	0	0
ENSMUSG00000102175	0	0	0	0	0	0
ENSMUSG00000102176	0	0	0	0	0	0
ENSMUSG00000102177	0	0	0	0	0	0
ENSMUSG00000102178	0	0	0	0	0	0
ENSMUSG00000102179	0	1	0	0	0	0
ENSMUSG00000102180	0	0	0	0	0	0
ENSMUSG00000102181	0	0	0	0	0	0
ENSMUSG00000102182	0	0	0	0	0	0
ENSMUSG00000102184	0	0	0	0	0	0
ENSMUSG00000102185	0	0	0	2	1	0
ENSMUSG00000102186	0	0	0	0	0	0
ENSMUSG00000102187	0	1	1	3	0	0
ENSMUSG00000102188	0	0	0	0	0	0
ENSMUSG00000102189	1	0	0	2	4	0
ENSMUSG00000102190	14	18	25	0	34	40
ENSMUSG00000102191	1	0	0	0	0	0
ENSMUSG00000102192	0	0	0	0	0	0
ENSMUSG00000102193	6	6	9	1	6	8
ENSMUSG00000102194	0	0	0	0	0	0
ENSMUSG00000102195	0	0	0	0	0	0
ENSMUSG00000102196	0	0	0	0	0	0
ENSMUSG00000102197	0	0	0	0	0	0
ENSMUSG00000102198	0	0	0	0	0	0
ENSMUSG00000102199	0	0	0	0	0	0
ENSMUSG00000102200	0	0	0	0	0	0
ENSMUSG00000102201	0	0	0	1	0	0
ENSMUSG00000102202	9	17	23	23	21	49
ENSMUSG00000102203	0	0	0	0	0	0
ENSMUSG00000102204	0	0	0	0	0	0
ENSMUSG00000102205	0	0	0	0	0	0
ENSMUSG00000102206	0	0	0	0	0	0
ENSMUSG00000102207	2	0	0	0	0	0
ENSMUSG00000102208	0	0	0	0	0	0
ENSMUSG00000102211	0	2	6	0	2	3
ENSMUSG00000102212	0	0	0	0	0	0
ENSMUSG00000102213	0	0	0	0	0	0
ENSMUSG00000102214	0	0	0	0	0	0
ENSMUSG00000102215	0	0	0	0	0	0
ENSMUSG00000102216	0	0	0	0	0	0
ENSMUSG00000102217	0	0	0	0	0	0
ENSMUSG00000102218	1	0	0	0	2	0
ENSMUSG00000102219	0	0	0	2	0	0
ENSMUSG00000102220	3	15	18	0	11	15
ENSMUSG00000102221	0	0	0	0	0	0
ENSMUSG00000102222	0	0	0	4	0	0
ENSMUSG00000102223	0	0	0	0	0	0
ENSMUSG00000102224	2	0	0	0	0	1
ENSMUSG00000102225	0	0	0	7	1	2
ENSMUSG00000102227	0	0	0	0	0	1
ENSMUSG00000102229	0	0	0	0	0	0
ENSMUSG00000102230	0	0	0	0	0	0
ENSMUSG00000102231	0	0	0	0	0	0
ENSMUSG00000102232	0	0	0	0	0	0
ENSMUSG00000102233	0	0	0	0	0	0
ENSMUSG00000102234	0	0	0	0	0	0
ENSMUSG00000102235	0	0	0	0	1	0
ENSMUSG00000102236	0	0	0	0	0	0
ENSMUSG00000102238	0	0	0	0	0	0
ENSMUSG00000102239	0	0	0	0	0	0
ENSMUSG00000102240	0	0	0	0	0	0
ENSMUSG00000102241	18	11	15	15	11	15
ENSMUSG00000102242	0	0	0	0	0	0
ENSMUSG00000102243	0	0	0	0	0	0
ENSMUSG00000102244	0	0	0	0	0	0
ENSMUSG00000102245	0	0	0	0	0	0
ENSMUSG00000102246	2	5	2	15	7	22
ENSMUSG00000102247	0	0	0	0	0	0
ENSMUSG00000102248	0	0	0	0	0	0
ENSMUSG00000102249	0	0	0	0	0	0
ENSMUSG00000102250	0	0	0	0	0	0
ENSMUSG00000102251	0	0	0	0	0	0
ENSMUSG00000102252	87	87	82	436	103	86
ENSMUSG00000102253	0	0	0	0	0	0
ENSMUSG00000102254	8	5	9	13	7	10
ENSMUSG00000102255	0	0	0	0	0	0
ENSMUSG00000102256	0	0	0	0	0	0
ENSMUSG00000102257	0	0	0	0	0	0
ENSMUSG00000102258	2	0	1	0	1	2
ENSMUSG00000102259	0	0	0	0	0	0
ENSMUSG00000102260	3	0	0	0	0	0
ENSMUSG00000102261	0	0	0	0	0	0
ENSMUSG00000102262	0	0	0	0	0	0
ENSMUSG00000102263	0	0	0	0	0	0
ENSMUSG00000102264	0	0	0	0	0	0
ENSMUSG00000102265	0	0	0	0	0	0
ENSMUSG00000102266	0	0	0	0	0	0
ENSMUSG00000102267	0	0	0	0	0	0
ENSMUSG00000102268	0	0	0	0	0	0
ENSMUSG00000102269	0	0	0	0	0	0
ENSMUSG00000102270	0	1	1	2	0	0
ENSMUSG00000102271	0	0	0	0	0	0
ENSMUSG00000102272	0	0	0	0	0	0
ENSMUSG00000102273	0	0	0	0	0	0
ENSMUSG00000102274	0	0	0	0	0	0
ENSMUSG00000102275	3	2	0	1	0	8
ENSMUSG00000102276	0	0	0	0	0	0
ENSMUSG00000102277	0	0	0	0	0	0
ENSMUSG00000102278	2	0	0	0	0	0
ENSMUSG00000102279	0	0	0	0	0	0
ENSMUSG00000102280	0	0	0	0	0	0
ENSMUSG00000102281	0	0	0	0	0	0
ENSMUSG00000102282	0	0	1	1	0	0
ENSMUSG00000102283	0	0	0	0	0	0
ENSMUSG00000102284	0	0	0	0	0	0
ENSMUSG00000102285	0	0	0	0	0	0
ENSMUSG00000102286	0	0	0	0	0	0
ENSMUSG00000102287	0	0	0	0	0	0
ENSMUSG00000102288	0	0	0	0	0	0
ENSMUSG00000102289	0	0	0	0	0	0
ENSMUSG00000102290	0	0	0	0	0	0
ENSMUSG00000102291	0	0	0	0	0	0
ENSMUSG00000102293	0	0	0	0	0	0
ENSMUSG00000102294	0	0	0	0	0	0
ENSMUSG00000102295	0	0	0	0	0	0
ENSMUSG00000102296	0	0	0	0	0	0
ENSMUSG00000102297	0	0	0	0	0	0
ENSMUSG00000102298	0	1	1	0	0	1
ENSMUSG00000102299	0	0	0	0	0	0
ENSMUSG00000102300	1	0	0	0	0	1
ENSMUSG00000102301	0	0	0	0	0	0
ENSMUSG00000102302	9	7	11	16	15	28
ENSMUSG00000102303	0	0	0	0	0	0
ENSMUSG00000102304	0	0	0	0	0	0
ENSMUSG00000102305	2	3	0	7	2	8
ENSMUSG00000102307	0	0	0	1	1	0
ENSMUSG00000102308	0	0	0	0	0	0
ENSMUSG00000102309	0	0	0	0	0	0
ENSMUSG00000102310	0	0	0	0	0	0
ENSMUSG00000102311	0	0	0	0	0	0
ENSMUSG00000102312	0	0	0	0	0	0
ENSMUSG00000102313	0	0	0	0	0	0
ENSMUSG00000102314	0	0	0	0	0	0
ENSMUSG00000102315	0	0	0	0	0	0
ENSMUSG00000102316	0	0	0	0	0	0
ENSMUSG00000102317	0	0	0	0	0	1
ENSMUSG00000102318	0	0	0	0	0	0
ENSMUSG00000102319	0	0	0	0	0	0
ENSMUSG00000102320	0	0	0	0	0	0
ENSMUSG00000102321	0	0	0	0	0	0
ENSMUSG00000102322	0	0	0	0	0	0
ENSMUSG00000102323	2	0	0	4	1	2
ENSMUSG00000102324	1	1	1	5	2	8
ENSMUSG00000102325	1	0	1	0	0	0
ENSMUSG00000102326	0	0	0	0	0	0
ENSMUSG00000102327	0	0	0	0	0	0
ENSMUSG00000102328	0	0	0	0	0	0
ENSMUSG00000102329	0	0	0	0	0	0
ENSMUSG00000102330	0	0	0	0	0	1
ENSMUSG00000102331	0	0	0	0	0	0
ENSMUSG00000102332	0	0	0	0	0	0
ENSMUSG00000102333	0	0	0	0	0	0
ENSMUSG00000102334	0	0	0	0	0	0
ENSMUSG00000102335	0	0	0	0	0	0
ENSMUSG00000102336	0	0	0	0	0	0
ENSMUSG00000102337	0	0	0	0	0	0
ENSMUSG00000102338	0	0	0	0	0	0
ENSMUSG00000102339	0	0	0	0	0	0
ENSMUSG00000102341	0	0	0	0	0	0
ENSMUSG00000102342	0	0	0	0	0	0
ENSMUSG00000102343	0	0	0	0	0	0
ENSMUSG00000102344	0	0	0	0	0	0
ENSMUSG00000102345	0	0	0	0	0	0
ENSMUSG00000102346	0	0	0	0	0	0
ENSMUSG00000102347	0	0	0	0	0	0
ENSMUSG00000102348	0	0	0	0	0	0
ENSMUSG00000102349	0	0	0	0	0	0
ENSMUSG00000102350	0	0	0	0	0	0
ENSMUSG00000102352	0	0	0	0	0	0
ENSMUSG00000102353	3	0	2	11	0	0
ENSMUSG00000102354	0	0	0	0	0	0
ENSMUSG00000102355	0	0	0	0	0	0
ENSMUSG00000102356	0	0	0	0	0	0
ENSMUSG00000102357	0	0	0	0	0	0
ENSMUSG00000102358	0	0	0	0	0	0
ENSMUSG00000102359	0	0	0	0	0	0
ENSMUSG00000102360	0	0	0	0	0	0
ENSMUSG00000102362	0	0	0	0	0	0
ENSMUSG00000102363	0	0	0	0	0	0
ENSMUSG00000102364	0	0	0	0	0	0
ENSMUSG00000102365	0	0	0	2	0	0
ENSMUSG00000102366	0	0	0	0	0	0
ENSMUSG00000102368	0	0	0	0	0	0
ENSMUSG00000102369	0	0	0	0	0	0
ENSMUSG00000102370	0	0	0	9	1	4
ENSMUSG00000102371	6	2	1	12	5	2
ENSMUSG00000102372	0	0	0	0	0	0
ENSMUSG00000102373	0	0	0	0	0	0
ENSMUSG00000102374	3	1	0	1	0	6
ENSMUSG00000102375	0	0	0	0	0	0
ENSMUSG00000102376	0	0	0	0	2	0
ENSMUSG00000102377	0	0	0	0	0	0
ENSMUSG00000102378	0	0	0	0	0	0
ENSMUSG00000102379	0	0	0	0	0	0
ENSMUSG00000102380	15	7	5	18	10	8
ENSMUSG00000102381	0	0	0	0	0	0
ENSMUSG00000102382	0	0	0	0	0	0
ENSMUSG00000102383	0	0	0	0	0	0
ENSMUSG00000102384	0	0	0	0	0	0
ENSMUSG00000102385	0	0	0	2	0	0
ENSMUSG00000102386	0	0	0	0	0	0
ENSMUSG00000102387	0	0	0	0	0	0
ENSMUSG00000102388	0	0	0	0	0	0
ENSMUSG00000102389	0	0	0	0	0	0
ENSMUSG00000102390	0	0	0	0	0	0
ENSMUSG00000102391	0	0	0	0	0	0
ENSMUSG00000102392	0	0	0	0	0	0
ENSMUSG00000102393	0	0	0	0	0	0
ENSMUSG00000102394	0	0	0	0	0	0
ENSMUSG00000102396	0	0	0	0	0	0
ENSMUSG00000102397	0	0	0	0	0	0
ENSMUSG00000102398	0	0	0	0	0	0
ENSMUSG00000102399	1	0	0	3	0	7
ENSMUSG00000102400	0	0	0	0	0	0
ENSMUSG00000102401	12	2	1	22	1	7
ENSMUSG00000102402	0	0	0	0	0	0
ENSMUSG00000102403	0	0	0	0	0	0
ENSMUSG00000102404	0	0	0	0	0	0
ENSMUSG00000102405	0	0	0	0	0	0
ENSMUSG00000102406	0	0	0	0	0	0
ENSMUSG00000102407	0	0	0	0	0	0
ENSMUSG00000102408	0	0	0	0	0	0
ENSMUSG00000102409	0	0	0	0	0	0
ENSMUSG00000102410	0	0	0	0	0	0
ENSMUSG00000102411	12	4	10	59	22	30
ENSMUSG00000102413	0	0	0	0	0	0
ENSMUSG00000102414	0	0	0	0	0	0
ENSMUSG00000102415	0	0	0	0	1	0
ENSMUSG00000102416	0	0	0	0	0	0
ENSMUSG00000102417	0	0	0	0	0	0
ENSMUSG00000102418	0	0	0	0	0	0
ENSMUSG00000102419	0	0	0	0	0	0
ENSMUSG00000102420	0	0	0	0	0	0
ENSMUSG00000102421	0	0	0	0	0	0
ENSMUSG00000102422	0	0	0	0	0	0
ENSMUSG00000102423	0	0	0	0	0	0
ENSMUSG00000102424	0	0	0	0	0	0
ENSMUSG00000102425	14	17	13	48	47	35
ENSMUSG00000102427	0	0	0	0	0	0
ENSMUSG00000102428	0	0	0	0	1	0
ENSMUSG00000102429	0	0	0	0	0	0
ENSMUSG00000102430	0	0	0	0	0	0
ENSMUSG00000102432	0	0	0	0	0	0
